,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,extrakushy,@Comey @AandGShow subtweet king,947616839558766592,Comey,"Here’s hoping 2018 brings more ethical leadership, focused on the truth and lasting values.  Happy New Year, everybody.",947615038415794178
1,juanvenchy,@holyrobb Lmao did you subtweet me boy,947613330696310784,holyrobb,some of y’all really don’t check your lips before posting a selfie or just don’t care if they’re crusty,947336149630009345
2,Ashbash129_,@emilytu624 Hit us with that subtweet.,947612512136155136,emilytu624,I guess keeping a conversation going is trying to fuck these days.,947604262015635456
3,claythebearded,@SF_incognito I just checked every DM room I’m in to try and find the subtweet,947612299837272064,SF_incognito,If you could stop retweeting that one girl I hate into my TL that would be great thanks,947175068987113472
4,DucciManeFresh,@dubKeks How can you just subtweet me like that. I hate when people assume. I love when people make assumptions.,947610579501551617,dubKeks,How can you just no call no show to work that really blows my mind,947495489511067649
5,leninwitch,@KeiferLirette do not subtweet me,947610130144681985,KeiferLirette,"Folks, we're leaving our Twitter drafts in 2017.",947609602056736770
6,air_JORDAN74,@lilyzacharias AND the perfect day to subtweet,947602746693378048,lilyzacharias,new years eve is the perfect day to post that study abroad photo we already saw in april,947601719650869248
7,DaRiseToPower,"@OfficiallyCee_ Well since you gone subtweet, I’ll just @ you, because it’s whatever 😌",947600620617457671,OfficiallyCee_,"+1 (904) 428-0815
+1 (904) 310-7880
+1 (904) 586-1371 

Stop using texting apps 2018 and be Direct , thank you🤸🏽‍♀️🤗😌👌🏽",947594936089800704
8,rimaabdo_,@rosieyoussef you have my number subtweet me again I swear,947597006981206018,rosieyoussef,"me: h-

person with fitness acct: i mean all it takes is extreme hard work and dedication",947558711832272896
9,imemily21,@doughnutsjoey A subtweet if I’ve ever seen one,947596988945764352,doughnutsjoey,"i get we were friends in high school, but please to don’t send a 2nd link your soundcloud if I don’t reply the first time.",947596399469891584
